BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 12:00 AM
BAG:nika1 add 9xĐá Vĩnh Hằng (old: 8) lydo: Mua santa at 04/11/2023 2:44 PM
BAG:nika1 add 9xĐá Hắc Hóa (old: 8) lydo: Mua santa at 04/11/2023 2:44 PM
BAG:nika1 add 1xGiầy Hủy Diệt lydo: Cường Hóa trang bị at 04/11/2023 2:44 PM
BAG:nika1 add 1xQuần lưỡng long lydo: Lấy từ body vào hành trang at 04/11/2023 2:44 PM
BAG:nika1 add 2xĐá Vĩnh Hằng (old: 1) lydo: Mua santa at 04/11/2023 2:45 PM
BAG:nika1 add 2xĐá Hắc Hóa (old: 1) lydo: Mua santa at 04/11/2023 2:45 PM
BAG:nika1 add 3xĐá Vĩnh Hằng (old: 2) lydo: Mua santa at 04/11/2023 2:45 PM
BAG:nika1 add 3xĐá Hắc Hóa (old: 2) lydo: Mua santa at 04/11/2023 2:45 PM
BAG:nika1 add 4xĐá Vĩnh Hằng (old: 3) lydo: Mua santa at 04/11/2023 2:45 PM
BAG:nika1 add 4xĐá Hắc Hóa (old: 3) lydo: Mua santa at 04/11/2023 2:45 PM
BAG:nika1 add 5xĐá Vĩnh Hằng (old: 4) lydo: Mua santa at 04/11/2023 2:45 PM
BAG:nika1 add 5xĐá Hắc Hóa (old: 4) lydo: Mua santa at 04/11/2023 2:45 PM
BAG:nika1 add 6xĐá Vĩnh Hằng (old: 5) lydo: Mua santa at 04/11/2023 2:45 PM
BAG:nika1 add 6xĐá Hắc Hóa (old: 5) lydo: Mua santa at 04/11/2023 2:45 PM
BAG:nika1 add 7xĐá Vĩnh Hằng (old: 6) lydo: Mua santa at 04/11/2023 2:45 PM
BAG:nika1 add 7xĐá Hắc Hóa (old: 6) lydo: Mua santa at 04/11/2023 2:45 PM
BAG:nika1 add 8xĐá Vĩnh Hằng (old: 7) lydo: Mua santa at 04/11/2023 3:29 PM
BAG:nika1 add 8xĐá Hắc Hóa (old: 7) lydo: Mua santa at 04/11/2023 3:29 PM
BAG:nika1 add 9xĐá Vĩnh Hằng (old: 8) lydo: Mua santa at 04/11/2023 3:29 PM
BAG:nika1 add 9xĐá Hắc Hóa (old: 8) lydo: Mua santa at 04/11/2023 3:29 PM
BAG:nika1 add 10xĐá Vĩnh Hằng (old: 9) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 10xĐá Hắc Hóa (old: 9) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 11xĐá Vĩnh Hằng (old: 10) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 11xĐá Hắc Hóa (old: 10) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 12xĐá Vĩnh Hằng (old: 11) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 12xĐá Hắc Hóa (old: 11) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 13xĐá Vĩnh Hằng (old: 12) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 13xĐá Hắc Hóa (old: 12) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 14xĐá Vĩnh Hằng (old: 13) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 14xĐá Hắc Hóa (old: 13) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 15xĐá Vĩnh Hằng (old: 14) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 15xĐá Hắc Hóa (old: 14) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 16xĐá Vĩnh Hằng (old: 15) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 16xĐá Hắc Hóa (old: 15) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 17xĐá Vĩnh Hằng (old: 16) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 17xĐá Hắc Hóa (old: 16) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 18xĐá Vĩnh Hằng (old: 17) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 18xĐá Hắc Hóa (old: 17) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 19xĐá Vĩnh Hằng (old: 18) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 19xĐá Hắc Hóa (old: 18) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 20xĐá Vĩnh Hằng (old: 19) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 20xĐá Hắc Hóa (old: 19) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 21xĐá Vĩnh Hằng (old: 20) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 21xĐá Hắc Hóa (old: 20) lydo: Mua santa at 04/11/2023 3:30 PM
BAG:nika1 add 22xĐá Vĩnh Hằng (old: 21) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 22xĐá Hắc Hóa (old: 21) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 23xĐá Vĩnh Hằng (old: 22) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 23xĐá Hắc Hóa (old: 22) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 24xĐá Vĩnh Hằng (old: 23) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 24xĐá Hắc Hóa (old: 23) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 25xĐá Vĩnh Hằng (old: 24) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 25xĐá Hắc Hóa (old: 24) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 26xĐá Vĩnh Hằng (old: 25) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 26xĐá Hắc Hóa (old: 25) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 27xĐá Vĩnh Hằng (old: 26) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 27xĐá Hắc Hóa (old: 26) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 28xĐá Vĩnh Hằng (old: 27) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 28xĐá Hắc Hóa (old: 27) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 29xĐá Vĩnh Hằng (old: 28) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 29xĐá Hắc Hóa (old: 28) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 30xĐá Vĩnh Hằng (old: 29) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 30xĐá Hắc Hóa (old: 29) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 31xĐá Vĩnh Hằng (old: 30) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 31xĐá Hắc Hóa (old: 30) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 32xĐá Vĩnh Hằng (old: 31) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 32xĐá Hắc Hóa (old: 31) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 33xĐá Vĩnh Hằng (old: 32) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 33xĐá Hắc Hóa (old: 32) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 34xĐá Vĩnh Hằng (old: 33) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 34xĐá Hắc Hóa (old: 33) lydo: Mua santa at 04/11/2023 3:31 PM
BAG:nika1 add 35xĐá Vĩnh Hằng (old: 34) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 35xĐá Hắc Hóa (old: 34) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 36xĐá Vĩnh Hằng (old: 35) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 36xĐá Hắc Hóa (old: 35) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 37xĐá Vĩnh Hằng (old: 36) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 37xĐá Hắc Hóa (old: 36) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 38xĐá Vĩnh Hằng (old: 37) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 38xĐá Hắc Hóa (old: 37) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 39xĐá Vĩnh Hằng (old: 38) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 39xĐá Hắc Hóa (old: 38) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 40xĐá Vĩnh Hằng (old: 39) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 40xĐá Hắc Hóa (old: 39) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 41xĐá Vĩnh Hằng (old: 40) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 41xĐá Hắc Hóa (old: 40) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 42xĐá Vĩnh Hằng (old: 41) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 42xĐá Hắc Hóa (old: 41) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 43xĐá Vĩnh Hằng (old: 42) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 43xĐá Hắc Hóa (old: 42) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 44xĐá Vĩnh Hằng (old: 43) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 44xĐá Hắc Hóa (old: 43) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 45xĐá Vĩnh Hằng (old: 44) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 45xĐá Hắc Hóa (old: 44) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 46xĐá Vĩnh Hằng (old: 45) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 46xĐá Hắc Hóa (old: 45) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 47xĐá Vĩnh Hằng (old: 46) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 47xĐá Hắc Hóa (old: 46) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 48xĐá Vĩnh Hằng (old: 47) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 48xĐá Hắc Hóa (old: 47) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 49xĐá Vĩnh Hằng (old: 48) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 49xĐá Hắc Hóa (old: 48) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 50xĐá Vĩnh Hằng (old: 49) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 50xĐá Hắc Hóa (old: 49) lydo: Mua santa at 04/11/2023 3:32 PM
BAG:nika1 add 51xĐá Vĩnh Hằng (old: 50) lydo: Mua santa at 04/11/2023 3:33 PM
BAG:nika1 add 51xĐá Hắc Hóa (old: 50) lydo: Mua santa at 04/11/2023 3:33 PM
BAG:nika1 add 46xMảnh Quỷ đất (old: 45) lydo: Nhặt từ map at 04/11/2023 3:38 PM
BAG:nika1 add 85xĐá lục bảo (old: 84) lydo: Nhặt từ map at 04/11/2023 3:38 PM
BAG:nika1 add 27xNgọc Rồng 5 sao (old: 26) lydo: Nhặt từ map at 04/11/2023 3:38 PM
BAG:nika1 add 83xĐá Saphia (old: 82) lydo: Nhặt từ map at 04/11/2023 3:38 PM
BAG:nika1 add 71xĐá Titan (old: 70) lydo: Nhặt từ map at 04/11/2023 3:39 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 3:39 PM
BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 3:39 PM
BAG:nika1 add 72xĐá Titan (old: 71) lydo: Nhặt từ map at 04/11/2023 3:39 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 3:40 PM
BAG:nika1 add 13xMảnh Quỷ bay (old: 12) lydo: Nhặt từ map at 04/11/2023 3:40 PM
BAG:nika1 add 28xNgọc Rồng 5 sao (old: 27) lydo: Nhặt từ map at 04/11/2023 3:40 PM
BAG:nika1 add 47xMảnh Quỷ đất (old: 46) lydo: Nhặt từ map at 04/11/2023 3:40 PM
BAG:nika1 add 86xĐá lục bảo (old: 85) lydo: Nhặt từ map at 04/11/2023 3:40 PM
BAG:nika1 add 40xMảnh Quỷ đất mẹ (old: 39) lydo: Nhặt từ map at 04/11/2023 3:40 PM
BAG:nika1 add 22xNgọc Rồng 6 sao (old: 21) lydo: Nhặt từ map at 04/11/2023 3:40 PM
BAG:nika1 add 48xMảnh Quỷ đất (old: 47) lydo: Nhặt từ map at 04/11/2023 3:41 PM
BAG:nika1 add 14xMảnh Quỷ bay (old: 13) lydo: Nhặt từ map at 04/11/2023 3:41 PM
BAG:nika1 add 84xĐá Saphia (old: 83) lydo: Nhặt từ map at 04/11/2023 3:41 PM
BAG:nika1 add 15xMảnh Quỷ bay (old: 14) lydo: Nhặt từ map at 04/11/2023 3:41 PM
BAG:nika1 add 91xĐá Ruby (old: 90) lydo: Nhặt từ map at 04/11/2023 3:41 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 3:42 PM
BAG:nika1 add 16xMảnh Quỷ bay (old: 15) lydo: Nhặt từ map at 04/11/2023 3:42 PM
BAG:nika1 add 87xĐá lục bảo (old: 86) lydo: Nhặt từ map at 04/11/2023 3:42 PM
BAG:nika1 add 49xMảnh Quỷ đất (old: 48) lydo: Nhặt từ map at 04/11/2023 3:42 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 3:43 PM
BAG:nika1 add 50xMảnh Quỷ đất (old: 49) lydo: Nhặt từ map at 04/11/2023 3:43 PM
BAG:nika1 add 51xMảnh Quỷ đất (old: 50) lydo: Nhặt từ map at 04/11/2023 3:43 PM
BAG:nika1 add 17xMảnh Quỷ bay (old: 16) lydo: Nhặt từ map at 04/11/2023 3:43 PM
BAG:nika1 add 86xĐá thạch anh tím (old: 85) lydo: Nhặt từ map at 04/11/2023 3:43 PM
BAG:nika1 add 52xMảnh Quỷ đất (old: 51) lydo: Nhặt từ map at 04/11/2023 3:43 PM
BAG:nika1 add 88xĐá lục bảo (old: 87) lydo: Nhặt từ map at 04/11/2023 3:43 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 3:44 PM
BAG:nika1 add 85xĐá Saphia (old: 84) lydo: Nhặt từ map at 04/11/2023 3:44 PM
BAG:nika1 add 29xNgọc Rồng 5 sao (old: 28) lydo: Nhặt từ map at 04/11/2023 3:44 PM
BAG:nika1 add 53xMảnh Quỷ đất (old: 52) lydo: Nhặt từ map at 04/11/2023 3:44 PM
BAG:nika1 add 54xMảnh Quỷ đất (old: 53) lydo: Nhặt từ map at 04/11/2023 3:45 PM
BAG:nika1 add 18xMảnh Quỷ bay (old: 17) lydo: Nhặt từ map at 04/11/2023 3:45 PM
BAG:nika1 add 19xMảnh Quỷ bay (old: 18) lydo: Nhặt từ map at 04/11/2023 3:46 PM
BAG:nika1 add 41xMảnh Quỷ đất mẹ (old: 40) lydo: Nhặt từ map at 04/11/2023 3:46 PM
BAG:nika1 add 20xMảnh Quỷ bay (old: 19) lydo: Nhặt từ map at 04/11/2023 3:48 PM
BAG:nika1 add 86xĐá Saphia (old: 85) lydo: Nhặt từ map at 04/11/2023 3:48 PM
BAG:nika1 add 55xMảnh Quỷ đất (old: 54) lydo: Nhặt từ map at 04/11/2023 3:49 PM
BAG:nika1 add 87xĐá Saphia (old: 86) lydo: Nhặt từ map at 04/11/2023 3:49 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 3:49 PM
BAG:nika1 add 73xĐá Titan (old: 72) lydo: Nhặt từ map at 04/11/2023 3:49 PM
BAG:nika1 add 56xMảnh Quỷ đất (old: 55) lydo: Nhặt từ map at 04/11/2023 3:49 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 3:49 PM
BAG:nika1 add 89xĐá lục bảo (old: 88) lydo: Nhặt từ map at 04/11/2023 3:49 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 3:49 PM
BAG:nika1 add 92xĐá Ruby (old: 91) lydo: Nhặt từ map at 04/11/2023 3:50 PM
BAG:nika1 add 93xĐá Ruby (old: 92) lydo: Nhặt từ map at 04/11/2023 3:50 PM
BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 3:50 PM
BAG:nika1 add 23xNgọc Rồng 6 sao (old: 22) lydo: Nhặt từ map at 04/11/2023 3:50 PM
BAG:nika1 add 74xĐá Titan (old: 73) lydo: Nhặt từ map at 04/11/2023 3:50 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 3:50 PM
BAG:nika1 add 75xĐá Titan (old: 74) lydo: Nhặt từ map at 04/11/2023 3:50 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 3:51 PM
BAG:nika1 add 21xMảnh Quỷ bay (old: 20) lydo: Nhặt từ map at 04/11/2023 3:51 PM
BAG:nika1 add 42xMảnh Quỷ đất mẹ (old: 41) lydo: Nhặt từ map at 04/11/2023 3:51 PM
BAG:nika1 add 76xĐá Titan (old: 75) lydo: Nhặt từ map at 04/11/2023 3:51 PM
BAG:nika1 add 57xMảnh Quỷ đất (old: 56) lydo: Nhặt từ map at 04/11/2023 3:51 PM
BAG:nika1 add 1xGiầy vải thô lydo: Nhặt từ map at 04/11/2023 3:52 PM
BAG:nika1 add 58xMảnh Quỷ đất (old: 57) lydo: Nhặt từ map at 04/11/2023 3:52 PM
BAG:nika1 add 77xĐá Titan (old: 76) lydo: Nhặt từ map at 04/11/2023 3:52 PM
BAG:nika1 add 59xMảnh Quỷ đất (old: 58) lydo: Nhặt từ map at 04/11/2023 3:53 PM
BAG:nika1 add 22xMảnh Quỷ bay (old: 21) lydo: Nhặt từ map at 04/11/2023 3:53 PM
BAG:nika1 add 90xĐá lục bảo (old: 89) lydo: Nhặt từ map at 04/11/2023 3:53 PM
BAG:nika1 add 91xĐá lục bảo (old: 90) lydo: Nhặt từ map at 04/11/2023 3:54 PM
BAG:nika1 add 23xMảnh Quỷ bay (old: 22) lydo: Nhặt từ map at 04/11/2023 3:54 PM
BAG:nika1 add 78xĐá Titan (old: 77) lydo: Nhặt từ map at 04/11/2023 3:54 PM
BAG:nika1 add 94xĐá Ruby (old: 93) lydo: Nhặt từ map at 04/11/2023 3:54 PM
BAG:nika1 add 79xĐá Titan (old: 78) lydo: Nhặt từ map at 04/11/2023 3:54 PM
BAG:nika1 add 60xMảnh Quỷ đất (old: 59) lydo: Nhặt từ map at 04/11/2023 3:54 PM
BAG:nika1 add 24xMảnh Quỷ bay (old: 23) lydo: Nhặt từ map at 04/11/2023 3:54 PM
BAG:nika1 add 80xĐá Titan (old: 79) lydo: Nhặt từ map at 04/11/2023 3:55 PM
BAG:nika1 add 61xMảnh Quỷ đất (old: 60) lydo: Nhặt từ map at 04/11/2023 3:55 PM
BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 3:55 PM
BAG:nika1 add 81xĐá Titan (old: 80) lydo: Nhặt từ map at 04/11/2023 3:55 PM
BAG:nika1 add 62xMảnh Quỷ đất (old: 61) lydo: Nhặt từ map at 04/11/2023 3:56 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 3:56 PM
BAG:nika1 add 25xMảnh Quỷ bay (old: 24) lydo: Nhặt từ map at 04/11/2023 3:56 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 3:56 PM
BAG:nika1 add 63xMảnh Quỷ đất (old: 62) lydo: Nhặt từ map at 04/11/2023 3:56 PM
BAG:nika1 add 26xMảnh Quỷ bay (old: 25) lydo: Nhặt từ map at 04/11/2023 3:57 PM
BAG:nika1 add 92xĐá lục bảo (old: 91) lydo: Nhặt từ map at 04/11/2023 3:57 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 3:57 PM
BAG:nika1 add 88xĐá Saphia (old: 87) lydo: Nhặt từ map at 04/11/2023 3:57 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 3:57 PM
BAG:nika1 add 27xMảnh Quỷ bay (old: 26) lydo: Nhặt từ map at 04/11/2023 3:57 PM
BAG:nika1 add 82xĐá Titan (old: 81) lydo: Nhặt từ map at 04/11/2023 3:58 PM
BAG:nika1 add 24xNgọc Rồng 6 sao (old: 23) lydo: Nhặt từ map at 04/11/2023 3:58 PM
BAG:nika1 add 83xĐá Titan (old: 82) lydo: Nhặt từ map at 04/11/2023 3:58 PM
BAG:nika1 add 43xMảnh Quỷ đất mẹ (old: 42) lydo: Nhặt từ map at 04/11/2023 3:58 PM
BAG:nika1 add 89xĐá Saphia (old: 88) lydo: Nhặt từ map at 04/11/2023 3:58 PM
BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 3:59 PM
BAG:nika1 add 44xMảnh Quỷ đất mẹ (old: 43) lydo: Nhặt từ map at 04/11/2023 3:59 PM
BAG:nika1 add 30xNgọc Rồng 5 sao (old: 29) lydo: Nhặt từ map at 04/11/2023 3:59 PM
BAG:nika1 add 28xMảnh Quỷ bay (old: 27) lydo: Nhặt từ map at 04/11/2023 3:59 PM
BAG:nika1 add 84xĐá Titan (old: 83) lydo: Nhặt từ map at 04/11/2023 3:59 PM
BAG:nika1 add 25xNgọc Rồng 6 sao (old: 24) lydo: Nhặt từ map at 04/11/2023 3:59 PM
BAG:nika1 add 1xÁo vải thô lydo: Nhặt từ map at 04/11/2023 3:59 PM
BAG:nika1 add 93xĐá lục bảo (old: 92) lydo: Nhặt từ map at 04/11/2023 4:00 PM
BAG:nika1 add 64xMảnh Quỷ đất (old: 63) lydo: Nhặt từ map at 04/11/2023 4:00 PM
BAG:nika1 add 95xĐá Ruby (old: 94) lydo: Nhặt từ map at 04/11/2023 4:00 PM
BAG:nika1 add 45xMảnh Quỷ đất mẹ (old: 44) lydo: Nhặt từ map at 04/11/2023 4:00 PM
BAG:nika1 add 85xĐá Titan (old: 84) lydo: Nhặt từ map at 04/11/2023 4:01 PM
BAG:nika1 add 31xNgọc Rồng 5 sao (old: 30) lydo: Nhặt từ map at 04/11/2023 4:01 PM
BAG:nika1 add 86xĐá Titan (old: 85) lydo: Nhặt từ map at 04/11/2023 4:02 PM
BAG:nika1 add 96xĐá Ruby (old: 95) lydo: Nhặt từ map at 04/11/2023 4:02 PM
BAG:nika1 add 65xMảnh Quỷ đất (old: 64) lydo: Nhặt từ map at 04/11/2023 4:03 PM
BAG:nika1 add 66xMảnh Quỷ đất (old: 65) lydo: Nhặt từ map at 04/11/2023 4:03 PM
BAG:nika1 add 67xMảnh Quỷ đất (old: 66) lydo: Nhặt từ map at 04/11/2023 4:03 PM
BAG:nika1 add 68xMảnh Quỷ đất (old: 67) lydo: Nhặt từ map at 04/11/2023 4:04 PM
BAG:nika1 add 29xMảnh Quỷ bay (old: 28) lydo: Nhặt từ map at 04/11/2023 4:04 PM
BAG:nika1 add 30xMảnh Quỷ bay (old: 29) lydo: Nhặt từ map at 04/11/2023 4:04 PM
BAG:nika1 add 87xĐá thạch anh tím (old: 86) lydo: Nhặt từ map at 04/11/2023 4:05 PM
BAG:nika1 add 69xMảnh Quỷ đất (old: 68) lydo: Nhặt từ map at 04/11/2023 4:05 PM
BAG:nika1 add 31xMảnh Quỷ bay (old: 30) lydo: Nhặt từ map at 04/11/2023 4:05 PM
BAG:nika1 add 70xMảnh Quỷ đất (old: 69) lydo: Nhặt từ map at 04/11/2023 4:06 PM
BAG:nika1 add 97xĐá Ruby (old: 96) lydo: Nhặt từ map at 04/11/2023 4:06 PM
BAG:nika1 add 94xĐá lục bảo (old: 93) lydo: Nhặt từ map at 04/11/2023 4:06 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 4:06 PM
BAG:nika1 add 90xĐá Saphia (old: 89) lydo: Nhặt từ map at 04/11/2023 4:06 PM
BAG:nika1 add 71xMảnh Quỷ đất (old: 70) lydo: Nhặt từ map at 04/11/2023 4:07 PM
BAG:nika1 add 72xMảnh Quỷ đất (old: 71) lydo: Nhặt từ map at 04/11/2023 4:07 PM
BAG:nika1 add 87xĐá Titan (old: 86) lydo: Nhặt từ map at 04/11/2023 4:07 PM
BAG:nika1 add 73xMảnh Quỷ đất (old: 72) lydo: Nhặt từ map at 04/11/2023 4:08 PM
BAG:nika1 add 26xNgọc Rồng 6 sao (old: 25) lydo: Nhặt từ map at 04/11/2023 4:08 PM
BAG:nika1 add 32xNgọc Rồng 5 sao (old: 31) lydo: Nhặt từ map at 04/11/2023 4:08 PM
BAG:nika1 add 1xRada cấp 1 lydo: Nhặt từ map at 04/11/2023 4:09 PM
BAG:nika1 add 91xĐá Saphia (old: 90) lydo: Nhặt từ map at 04/11/2023 4:09 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 4:09 PM
BAG:nika1 add 32xMảnh Quỷ bay (old: 31) lydo: Nhặt từ map at 04/11/2023 4:09 PM
BAG:nika1 add 1xQuần vải thô lydo: Nhặt từ map at 04/11/2023 4:09 PM
BAG:nika1 add 74xMảnh Quỷ đất (old: 73) lydo: Nhặt từ map at 04/11/2023 4:10 PM
BAG:nika1 add 46xMảnh Quỷ đất mẹ (old: 45) lydo: Nhặt từ map at 04/11/2023 4:10 PM
BAG:nika1 add 33xMảnh Quỷ bay (old: 32) lydo: Nhặt từ map at 04/11/2023 4:10 PM
BAG:nika1 add 75xMảnh Quỷ đất (old: 74) lydo: Nhặt từ map at 04/11/2023 4:10 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 4:10 PM
BAG:nika1 add 76xMảnh Quỷ đất (old: 75) lydo: Nhặt từ map at 04/11/2023 4:10 PM
BAG:nika1 add 77xMảnh Quỷ đất (old: 76) lydo: Nhặt từ map at 04/11/2023 4:11 PM
BAG:nika1 add 78xMảnh Quỷ đất (old: 77) lydo: Nhặt từ map at 04/11/2023 4:11 PM
BAG:nika1 add 95xĐá lục bảo (old: 94) lydo: Nhặt từ map at 04/11/2023 4:11 PM
BAG:nika1 add 96xĐá lục bảo (old: 95) lydo: Nhặt từ map at 04/11/2023 4:11 PM
BAG:nika1 add 47xMảnh Quỷ đất mẹ (old: 46) lydo: Nhặt từ map at 04/11/2023 4:11 PM
BAG:nika1 add 88xĐá Titan (old: 87) lydo: Nhặt từ map at 04/11/2023 4:11 PM
BAG:nika1 add 88xĐá thạch anh tím (old: 87) lydo: Nhặt từ map at 04/11/2023 4:11 PM
BAG:nika1 add 1xGăng vải thô lydo: Nhặt từ map at 04/11/2023 4:12 PM
BAG:nika1 add 97xĐá lục bảo (old: 96) lydo: Nhặt từ map at 04/11/2023 4:12 PM
BAG:nika1 add 98xĐá lục bảo (old: 97) lydo: Nhặt từ map at 04/11/2023 4:12 PM
BAG:nika1 add 92xĐá Saphia (old: 91) lydo: Nhặt từ map at 04/11/2023 4:12 PM
