BAG:xdxdxd add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 03/17/2023 6:00 AM
BAG:xdxdxd add 1xMảnh hồn bông tai lydo: Nhặt từ map at 03/17/2023 6:00 AM
BAG:xdxdxd add 7xĐá lục bảo (old: 6) lydo: Nhặt từ map at 03/17/2023 6:00 AM
BAG:xdxdxd add 5xPháo hoa lydo: Nhặt từ map at 03/17/2023 6:50 AM
BAG:xdxdxd add 10xPháo hoa (old: 5) lydo: Nhặt từ map at 03/17/2023 6:50 AM
BAG:xdxdxd add 15xPháo hoa (old: 10) lydo: Nhặt từ map at 03/17/2023 6:51 AM
BAG:xdxdxd add 20xPháo hoa (old: 15) lydo: Nhặt từ map at 03/17/2023 6:51 AM
BAG:xdxdxd add 34xNgọc Rồng 6 sao (old: 33) lydo: Nhặt từ map at 03/17/2023 6:51 AM
BAG:xdxdxd add 47xĐá thạch anh tím (old: 46) lydo: Nhặt từ map at 03/17/2023 6:51 AM
BAG:xdxdxd add 25xPháo hoa (old: 20) lydo: Nhặt từ map at 03/17/2023 6:52 AM
BAG:xdxdxd add 48xĐá thạch anh tím (old: 47) lydo: Nhặt từ map at 03/17/2023 6:52 AM
BAG:xdxdxd add 30xPháo hoa (old: 25) lydo: Nhặt từ map at 03/17/2023 6:52 AM
BAG:xdxdxd add 24xĐá Saphia (old: 23) lydo: Nhặt từ map at 03/17/2023 6:53 AM
BAG:xdxdxd add 25xĐá Saphia (old: 24) lydo: Nhặt từ map at 03/17/2023 6:53 AM
BAG:xdxdxd add 35xPháo hoa (old: 30) lydo: Nhặt từ map at 03/17/2023 6:53 AM
BAG:xdxdxd add 4xBổ khí (old: 3) lydo: HQT at 03/17/2023 6:54 AM
BAG:xdxdxd add 35xNgọc Rồng 6 sao (old: 34) lydo: HQT at 03/17/2023 6:54 AM
BAG:xdxdxd add 82xCuồng nộ (old: 81) lydo: HQT at 03/17/2023 6:54 AM
BAG:xdxdxd add 26xNgọc Rồng 4 sao (old: 25) lydo: HQT at 03/17/2023 6:54 AM
BAG:xdxdxd add 27xNgọc Rồng 4 sao (old: 26) lydo: HQT at 03/17/2023 6:54 AM
BAG:xdxdxd add 70xBổ huyết (old: 69) lydo: HQT at 03/17/2023 6:54 AM
BAG:xdxdxd add 83xCuồng nộ (old: 82) lydo: HQT at 03/17/2023 6:54 AM
BAG:xdxdxd add 51xNgọc Rồng 5 sao (old: 50) lydo: HQT at 03/17/2023 6:54 AM
BAG:xdxdxd add 84xCuồng nộ (old: 83) lydo: HQT at 03/17/2023 6:54 AM
BAG:xdxdxd add 28xNgọc Rồng 4 sao (old: 27) lydo: HQT at 03/17/2023 6:54 AM
BAG:xdxdxd add 26xĐá Saphia (old: 25) lydo: Nhặt từ map at 03/17/2023 6:54 AM
BAG:xdxdxd add 29xNgọc Rồng 4 sao (old: 28) lydo: HQT at 03/17/2023 6:54 AM
BAG:xdxdxd add 71xBổ huyết (old: 70) lydo: HQT at 03/17/2023 6:54 AM
BAG:xdxdxd add 52xNgọc Rồng 7 sao (old: 51) lydo: HQT at 03/17/2023 6:54 AM
BAG:xdxdxd add 53xNgọc Rồng 7 sao (old: 52) lydo: HQT at 03/17/2023 6:54 AM
BAG:xdxdxd add 5xPháo hoa lydo: Nhặt từ map at 03/17/2023 6:55 AM
BAG:xdxdxd add 27xĐá Saphia (old: 26) lydo: Nhặt từ map at 03/17/2023 6:55 AM
BAG:xdxdxd add 10xPháo hoa (old: 5) lydo: Nhặt từ map at 03/17/2023 6:55 AM
BAG:xdxdxd add 15xPháo hoa (old: 10) lydo: Nhặt từ map at 03/17/2023 6:55 AM
BAG:xdxdxd add 20xPháo hoa (old: 15) lydo: Nhặt từ map at 03/17/2023 6:56 AM
BAG:xdxdxd add 26xĐá lục bảo (old: 25) lydo: Nhặt từ map at 03/17/2023 6:56 AM
BAG:xdxdxd add 25xPháo hoa (old: 20) lydo: Nhặt từ map at 03/17/2023 6:56 AM
BAG:xdxdxd add 30xPháo hoa (old: 25) lydo: Nhặt từ map at 03/17/2023 6:56 AM
BAG:xdxdxd add 5xBổ khí (old: 4) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 30xNgọc Rồng 4 sao (old: 29) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 91xGiáp Xên bọ hung (old: 90) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 92xGiáp Xên bọ hung (old: 91) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 54xNgọc Rồng 7 sao (old: 53) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 72xBổ huyết (old: 71) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 85xCuồng nộ (old: 84) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 19xPháo hoa (old: 14) lydo: Nhặt từ map at 03/17/2023 6:57 AM
BAG:xdxdxd add 55xNgọc Rồng 7 sao (old: 54) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 73xBổ huyết (old: 72) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 27xĐá lục bảo (old: 26) lydo: Nhặt từ map at 03/17/2023 6:57 AM
BAG:xdxdxd add 36xNgọc Rồng 6 sao (old: 35) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 6xBổ khí (old: 5) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 7xBổ khí (old: 6) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 74xBổ huyết (old: 73) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 75xBổ huyết (old: 74) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 56xNgọc Rồng 7 sao (old: 55) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 37xNgọc Rồng 6 sao (old: 36) lydo: HQT at 03/17/2023 6:57 AM
BAG:xdxdxd add 30xĐá Ruby (old: 29) lydo: Nhặt từ map at 03/17/2023 6:57 AM
BAG:xdxdxd add 5xPháo hoa lydo: Nhặt từ map at 03/17/2023 6:57 AM
BAG:xdxdxd add 31xĐá Ruby (old: 30) lydo: Nhặt từ map at 03/17/2023 6:57 AM
BAG:xdxdxd add 21xĐá Titan (old: 20) lydo: Nhặt từ map at 03/17/2023 6:58 AM
BAG:xdxdxd add 38xNgọc Rồng 6 sao (old: 37) lydo: HQT at 03/17/2023 6:58 AM
BAG:xdxdxd add 32xĐá Ruby (old: 31) lydo: Nhặt từ map at 03/17/2023 6:58 AM
BAG:xdxdxd add 28xĐá Saphia (old: 27) lydo: Nhặt từ map at 03/17/2023 6:58 AM
BAG:xdxdxd add 29xĐá Saphia (old: 28) lydo: Nhặt từ map at 03/17/2023 6:59 AM
BAG:xdxdxd add 28xĐá lục bảo (old: 27) lydo: Nhặt từ map at 03/17/2023 6:59 AM
BAG:xdxdxd add 5xPháo hoa lydo: Nhặt từ map at 03/17/2023 6:59 AM
BAG:xdxdxd add 22xĐá Titan (old: 21) lydo: Nhặt từ map at 03/17/2023 7:00 AM
BAG:xdxdxd add 10xPháo hoa (old: 5) lydo: Nhặt từ map at 03/17/2023 7:00 AM
BAG:xdxdxd add 15xPháo hoa (old: 10) lydo: Nhặt từ map at 03/17/2023 7:00 AM
BAG:xdxdxd add 1xGăng Hủy Diệt lydo: Lấy từ body đệ vào hành trang at 03/17/2023 7:00 AM
BAG:xdxdxd add 33xĐá Ruby (old: 32) lydo: Nhặt từ map at 03/17/2023 7:01 AM
BAG:xdxdxd add 52xNgọc Rồng 5 sao (old: 51) lydo: Nhặt từ map at 03/17/2023 7:01 AM
BAG:xdxdxd add 30xĐá Saphia (old: 29) lydo: Nhặt từ map at 03/17/2023 7:01 AM
BAG:xdxdxd add 34xĐá Ruby (old: 33) lydo: Nhặt từ map at 03/17/2023 7:02 AM
BAG:xdxdxd add 20xPháo hoa (old: 15) lydo: Nhặt từ map at 03/17/2023 7:02 AM
BAG:xdxdxd add 16xĐá thạch anh tím (old: 15) lydo: Nhặt từ map at 03/17/2023 7:02 AM
BAG:xdxdxd add 23xĐá Titan (old: 22) lydo: Nhặt từ map at 03/17/2023 7:04 AM
BAG:xdxdxd add 25xPháo hoa (old: 20) lydo: Nhặt từ map at 03/17/2023 7:04 AM
BAG:xdxdxd add 35xĐá Ruby (old: 34) lydo: Nhặt từ map at 03/17/2023 7:04 AM
BAG:xdxdxd add 29xĐá lục bảo (old: 28) lydo: Nhặt từ map at 03/17/2023 7:04 AM
BAG:xdxdxd add 24xĐá Titan (old: 23) lydo: Nhặt từ map at 03/17/2023 7:05 AM
BAG:xdxdxd add 30xĐá lục bảo (old: 29) lydo: Nhặt từ map at 03/17/2023 7:05 AM
BAG:xdxdxd add 30xPháo hoa (old: 25) lydo: Nhặt từ map at 03/17/2023 7:05 AM
BAG:xdxdxd add 35xPháo hoa (old: 30) lydo: Nhặt từ map at 03/17/2023 7:05 AM
BAG:xdxdxd add 40xPháo hoa (old: 35) lydo: Nhặt từ map at 03/17/2023 7:05 AM
BAG:xdxdxd add 45xPháo hoa (old: 40) lydo: Nhặt từ map at 03/17/2023 7:06 AM
BAG:xdxdxd add 31xĐá lục bảo (old: 30) lydo: Nhặt từ map at 03/17/2023 7:06 AM
BAG:xdxdxd add 32xĐá lục bảo (old: 31) lydo: Nhặt từ map at 03/17/2023 7:07 AM
BAG:xdxdxd add 50xPháo hoa (old: 45) lydo: Nhặt từ map at 03/17/2023 7:07 AM
BAG:xdxdxd add 39xNgọc Rồng 6 sao (old: 38) lydo: Nhặt từ map at 03/17/2023 7:07 AM
BAG:xdxdxd add 55xPháo hoa (old: 50) lydo: Nhặt từ map at 03/17/2023 7:07 AM
BAG:xdxdxd add 25xĐá Titan (old: 24) lydo: Nhặt từ map at 03/17/2023 7:08 AM
BAG:xdxdxd add 17xĐá thạch anh tím (old: 16) lydo: Nhặt từ map at 03/17/2023 7:08 AM
BAG:xdxdxd add 36xĐá Ruby (old: 35) lydo: Nhặt từ map at 03/17/2023 7:08 AM
BAG:xdxdxd add 18xĐá thạch anh tím (old: 17) lydo: Nhặt từ map at 03/17/2023 7:08 AM
BAG:xdxdxd add 33xĐá lục bảo (old: 32) lydo: Nhặt từ map at 03/17/2023 7:09 AM
BAG:xdxdxd add 60xPháo hoa (old: 55) lydo: Nhặt từ map at 03/17/2023 7:09 AM
BAG:xdxdxd add 65xPháo hoa (old: 60) lydo: Nhặt từ map at 03/17/2023 7:09 AM
BAG:xdxdxd add 26xĐá Titan (old: 25) lydo: Nhặt từ map at 03/17/2023 7:09 AM
BAG:xdxdxd add 27xĐá Titan (old: 26) lydo: Nhặt từ map at 03/17/2023 7:09 AM
BAG:xdxdxd add 19xĐá thạch anh tím (old: 18) lydo: Nhặt từ map at 03/17/2023 7:09 AM
BAG:xdxdxd add 70xPháo hoa (old: 65) lydo: Nhặt từ map at 03/17/2023 7:10 AM
BAG:xdxdxd add 75xPháo hoa (old: 70) lydo: Nhặt từ map at 03/17/2023 7:10 AM
BAG:xdxdxd add 80xPháo hoa (old: 75) lydo: Nhặt từ map at 03/17/2023 7:10 AM
BAG:xdxdxd add 85xPháo hoa (old: 80) lydo: Nhặt từ map at 03/17/2023 7:10 AM
BAG:xdxdxd add 90xPháo hoa (old: 85) lydo: Nhặt từ map at 03/17/2023 7:10 AM
BAG:xdxdxd add 28xĐá Titan (old: 27) lydo: Nhặt từ map at 03/17/2023 7:11 AM
BAG:xdxdxd add 95xPháo hoa (old: 90) lydo: Nhặt từ map at 03/17/2023 7:11 AM
BAG:xdxdxd add 31xĐá Saphia (old: 30) lydo: Nhặt từ map at 03/17/2023 7:12 AM
BAG:xdxdxd add 29xĐá Titan (old: 28) lydo: Nhặt từ map at 03/17/2023 7:12 AM
BAG:xdxdxd add 32xĐá Saphia (old: 31) lydo: Nhặt từ map at 03/17/2023 7:12 AM
BAG:xdxdxd add 33xĐá Saphia (old: 32) lydo: Nhặt từ map at 03/17/2023 7:13 AM
BAG:xdxdxd add 1xPháo hoa lydo: Nhặt từ map at 03/17/2023 7:13 AM
BAG:xdxdxd add 99xPháo hoa (old: 95) lydo: Nhặt từ map at 03/17/2023 7:13 AM
BAG:xdxdxd add 6xPháo hoa (old: 1) lydo: Nhặt từ map at 03/17/2023 7:13 AM
BAG:xdxdxd add 11xPháo hoa (old: 6) lydo: Nhặt từ map at 03/17/2023 7:14 AM
BAG:xdxdxd add 20xĐá thạch anh tím (old: 19) lydo: Nhặt từ map at 03/17/2023 7:14 AM
BAG:xdxdxd add 21xĐá thạch anh tím (old: 20) lydo: Nhặt từ map at 03/17/2023 7:14 AM
BAG:xdxdxd add 16xPháo hoa (old: 11) lydo: Nhặt từ map at 03/17/2023 7:14 AM
BAG:xdxdxd add 21xPháo hoa (old: 16) lydo: Nhặt từ map at 03/17/2023 7:14 AM
BAG:xdxdxd add 34xĐá Saphia (old: 33) lydo: Nhặt từ map at 03/17/2023 7:14 AM
BAG:xdxdxd add 26xPháo hoa (old: 21) lydo: Nhặt từ map at 03/17/2023 7:14 AM
BAG:xdxdxd add 35xĐá Saphia (old: 34) lydo: Nhặt từ map at 03/17/2023 7:15 AM
BAG:xdxdxd add 53xNgọc Rồng 5 sao (old: 52) lydo: Nhặt từ map at 03/17/2023 7:16 AM
BAG:xdxdxd add 31xPháo hoa (old: 26) lydo: Nhặt từ map at 03/17/2023 7:16 AM
BAG:xdxdxd add 36xPháo hoa (old: 31) lydo: Nhặt từ map at 03/17/2023 7:16 AM
BAG:xdxdxd add 41xPháo hoa (old: 36) lydo: Nhặt từ map at 03/17/2023 7:17 AM
BAG:xdxdxd add 30xĐá Titan (old: 29) lydo: Nhặt từ map at 03/17/2023 7:17 AM
BAG:xdxdxd add 36xĐá Saphia (old: 35) lydo: Nhặt từ map at 03/17/2023 7:17 AM
BAG:xdxdxd add 46xPháo hoa (old: 41) lydo: Nhặt từ map at 03/17/2023 7:17 AM
BAG:xdxdxd add 22xĐá thạch anh tím (old: 21) lydo: Nhặt từ map at 03/17/2023 7:17 AM
BAG:xdxdxd add 51xPháo hoa (old: 46) lydo: Nhặt từ map at 03/17/2023 7:18 AM
BAG:xdxdxd add 37xĐá Saphia (old: 36) lydo: Nhặt từ map at 03/17/2023 7:18 AM
BAG:xdxdxd add 38xĐá Saphia (old: 37) lydo: Nhặt từ map at 03/17/2023 7:18 AM
BAG:xdxdxd add 54xNgọc Rồng 5 sao (old: 53) lydo: Nhặt từ map at 03/17/2023 7:18 AM
BAG:xdxdxd add 56xPháo hoa (old: 51) lydo: Nhặt từ map at 03/17/2023 7:19 AM
BAG:xdxdxd add 61xPháo hoa (old: 56) lydo: Nhặt từ map at 03/17/2023 7:19 AM
BAG:xdxdxd add 23xĐá thạch anh tím (old: 22) lydo: Nhặt từ map at 03/17/2023 7:19 AM
BAG:xdxdxd add 24xĐá thạch anh tím (old: 23) lydo: Nhặt từ map at 03/17/2023 7:19 AM
BAG:xdxdxd add 66xPháo hoa (old: 61) lydo: Nhặt từ map at 03/17/2023 7:20 AM
BAG:xdxdxd add 71xPháo hoa (old: 66) lydo: Nhặt từ map at 03/17/2023 7:20 AM
BAG:xdxdxd add 76xPháo hoa (old: 71) lydo: Nhặt từ map at 03/17/2023 7:20 AM
BAG:xdxdxd add 25xĐá thạch anh tím (old: 24) lydo: Nhặt từ map at 03/17/2023 7:20 AM
BAG:xdxdxd add 81xPháo hoa (old: 76) lydo: Nhặt từ map at 03/17/2023 7:20 AM
BAG:xdxdxd add 86xPháo hoa (old: 81) lydo: Nhặt từ map at 03/17/2023 7:20 AM
BAG:xdxdxd add 39xĐá Saphia (old: 38) lydo: Nhặt từ map at 03/17/2023 7:21 AM
BAG:xdxdxd add 91xPháo hoa (old: 86) lydo: Nhặt từ map at 03/17/2023 7:21 AM
BAG:xdxdxd add 37xĐá Ruby (old: 36) lydo: Nhặt từ map at 03/17/2023 7:22 AM
BAG:xdxdxd add 40xĐá Saphia (old: 39) lydo: Nhặt từ map at 03/17/2023 7:22 AM
BAG:xdxdxd add 38xĐá Ruby (old: 37) lydo: Nhặt từ map at 03/17/2023 7:22 AM
BAG:xdxdxd add 41xĐá Saphia (old: 40) lydo: Nhặt từ map at 03/17/2023 7:22 AM
BAG:xdxdxd add 96xPháo hoa (old: 91) lydo: Nhặt từ map at 03/17/2023 7:22 AM
BAG:xdxdxd add 26xĐá thạch anh tím (old: 25) lydo: Nhặt từ map at 03/17/2023 7:23 AM
BAG:xdxdxd add 2xPháo hoa lydo: Nhặt từ map at 03/17/2023 7:23 AM
BAG:xdxdxd add 99xPháo hoa (old: 96) lydo: Nhặt từ map at 03/17/2023 7:23 AM
BAG:xdxdxd add 7xPháo hoa (old: 2) lydo: Nhặt từ map at 03/17/2023 7:23 AM
BAG:xdxdxd add 34xĐá lục bảo (old: 33) lydo: Nhặt từ map at 03/17/2023 7:23 AM
BAG:xdxdxd add 12xPháo hoa (old: 7) lydo: Nhặt từ map at 03/17/2023 7:24 AM
BAG:xdxdxd add 31xĐá Titan (old: 30) lydo: Nhặt từ map at 03/17/2023 7:24 AM
BAG:xdxdxd add 35xĐá lục bảo (old: 34) lydo: Nhặt từ map at 03/17/2023 7:24 AM
BAG:xdxdxd add 17xPháo hoa (old: 12) lydo: Nhặt từ map at 03/17/2023 7:24 AM
BAG:xdxdxd add 36xĐá lục bảo (old: 35) lydo: Nhặt từ map at 03/17/2023 7:24 AM
BAG:xdxdxd add 27xĐá thạch anh tím (old: 26) lydo: Nhặt từ map at 03/17/2023 7:24 AM
BAG:xdxdxd add 42xĐá Saphia (old: 41) lydo: Nhặt từ map at 03/17/2023 7:25 AM
BAG:xdxdxd add 22xPháo hoa (old: 17) lydo: Nhặt từ map at 03/17/2023 7:25 AM
BAG:xdxdxd add 27xPháo hoa (old: 22) lydo: Nhặt từ map at 03/17/2023 7:25 AM
BAG:xdxdxd add 32xĐá Titan (old: 31) lydo: Nhặt từ map at 03/17/2023 7:25 AM
BAG:xdxdxd add 37xĐá lục bảo (old: 36) lydo: Nhặt từ map at 03/17/2023 7:25 AM
BAG:xdxdxd add 38xĐá lục bảo (old: 37) lydo: Nhặt từ map at 03/17/2023 7:26 AM
BAG:xdxdxd add 32xPháo hoa (old: 27) lydo: Nhặt từ map at 03/17/2023 7:26 AM
BAG:xdxdxd add 40xNgọc Rồng 6 sao (old: 39) lydo: Nhặt từ map at 03/17/2023 7:26 AM
BAG:xdxdxd add 43xĐá Saphia (old: 42) lydo: Nhặt từ map at 03/17/2023 7:26 AM
BAG:xdxdxd add 39xĐá Ruby (old: 38) lydo: Nhặt từ map at 03/17/2023 7:26 AM
BAG:xdxdxd add 37xPháo hoa (old: 32) lydo: Nhặt từ map at 03/17/2023 7:26 AM
BAG:xdxdxd add 41xNgọc Rồng 6 sao (old: 40) lydo: Nhặt từ map at 03/17/2023 7:27 AM
BAG:xdxdxd add 42xPháo hoa (old: 37) lydo: Nhặt từ map at 03/17/2023 7:27 AM
BAG:xdxdxd add 47xPháo hoa (old: 42) lydo: Nhặt từ map at 03/17/2023 7:27 AM
BAG:xdxdxd add 40xĐá Ruby (old: 39) lydo: Nhặt từ map at 03/17/2023 7:27 AM
BAG:xdxdxd add 52xPháo hoa (old: 47) lydo: Nhặt từ map at 03/17/2023 7:27 AM
BAG:xdxdxd add 44xĐá Saphia (old: 43) lydo: Nhặt từ map at 03/17/2023 7:28 AM
BAG:xdxdxd add 57xPháo hoa (old: 52) lydo: Nhặt từ map at 03/17/2023 7:28 AM
BAG:xdxdxd add 62xPháo hoa (old: 57) lydo: Nhặt từ map at 03/17/2023 7:29 AM
BAG:xdxdxd add 67xPháo hoa (old: 62) lydo: Nhặt từ map at 03/17/2023 7:30 AM
BAG:xdxdxd add 33xĐá Titan (old: 32) lydo: Nhặt từ map at 03/17/2023 7:30 AM
BAG:xdxdxd add 39xĐá lục bảo (old: 38) lydo: Nhặt từ map at 03/17/2023 7:30 AM
BAG:xdxdxd add 45xĐá Saphia (old: 44) lydo: Nhặt từ map at 03/17/2023 7:31 AM
BAG:xdxdxd add 28xĐá thạch anh tím (old: 27) lydo: Nhặt từ map at 03/17/2023 7:31 AM
BAG:xdxdxd add 72xPháo hoa (old: 67) lydo: Nhặt từ map at 03/17/2023 7:31 AM
BAG:xdxdxd add 77xPháo hoa (old: 72) lydo: Nhặt từ map at 03/17/2023 7:31 AM
BAG:xdxdxd add 41xĐá Ruby (old: 40) lydo: Nhặt từ map at 03/17/2023 7:31 AM
BAG:xdxdxd add 82xPháo hoa (old: 77) lydo: Nhặt từ map at 03/17/2023 7:31 AM
BAG:xdxdxd add 87xPháo hoa (old: 82) lydo: Nhặt từ map at 03/17/2023 7:31 AM
BAG:xdxdxd add 92xPháo hoa (old: 87) lydo: Nhặt từ map at 03/17/2023 7:32 AM
BAG:xdxdxd add 55xNgọc Rồng 5 sao (old: 54) lydo: Nhặt từ map at 03/17/2023 7:32 AM
BAG:xdxdxd add 97xPháo hoa (old: 92) lydo: Nhặt từ map at 03/17/2023 7:32 AM
BAG:xdxdxd add 3xPháo hoa lydo: Nhặt từ map at 03/17/2023 7:32 AM
BAG:xdxdxd add 99xPháo hoa (old: 97) lydo: Nhặt từ map at 03/17/2023 7:32 AM
BAG:xdxdxd add 8xPháo hoa (old: 3) lydo: Nhặt từ map at 03/17/2023 7:32 AM
BAG:xdxdxd add 29xĐá thạch anh tím (old: 28) lydo: Nhặt từ map at 03/17/2023 7:32 AM
BAG:xdxdxd add 34xĐá Titan (old: 33) lydo: Nhặt từ map at 03/17/2023 7:33 AM
BAG:xdxdxd add 42xĐá Ruby (old: 41) lydo: Nhặt từ map at 03/17/2023 7:33 AM
BAG:xdxdxd add 46xĐá Saphia (old: 45) lydo: Nhặt từ map at 03/17/2023 7:33 AM
BAG:xdxdxd add 43xĐá Ruby (old: 42) lydo: Nhặt từ map at 03/17/2023 7:33 AM
BAG:xdxdxd add 42xNgọc Rồng 6 sao (old: 41) lydo: Nhặt từ map at 03/17/2023 7:33 AM
BAG:xdxdxd add 13xPháo hoa (old: 8) lydo: Nhặt từ map at 03/17/2023 7:34 AM
BAG:xdxdxd add 40xĐá lục bảo (old: 39) lydo: Nhặt từ map at 03/17/2023 7:34 AM
BAG:xdxdxd add 18xPháo hoa (old: 13) lydo: Nhặt từ map at 03/17/2023 7:34 AM
BAG:xdxdxd add 56xNgọc Rồng 5 sao (old: 55) lydo: Nhặt từ map at 03/17/2023 7:34 AM
BAG:xdxdxd add 23xPháo hoa (old: 18) lydo: Nhặt từ map at 03/17/2023 7:35 AM
BAG:xdxdxd add 28xPháo hoa (old: 23) lydo: Nhặt từ map at 03/17/2023 7:35 AM
BAG:xdxdxd add 44xĐá Ruby (old: 43) lydo: Nhặt từ map at 03/17/2023 7:35 AM
BAG:xdxdxd add 57xNgọc Rồng 5 sao (old: 56) lydo: Nhặt từ map at 03/17/2023 7:35 AM
BAG:xdxdxd add 33xPháo hoa (old: 28) lydo: Nhặt từ map at 03/17/2023 7:36 AM
BAG:xdxdxd add 45xĐá Ruby (old: 44) lydo: Nhặt từ map at 03/17/2023 7:36 AM
BAG:xdxdxd add 30xĐá thạch anh tím (old: 29) lydo: Nhặt từ map at 03/17/2023 7:36 AM
BAG:xdxdxd add 47xĐá Saphia (old: 46) lydo: Nhặt từ map at 03/17/2023 7:36 AM
BAG:xdxdxd add 38xPháo hoa (old: 33) lydo: Nhặt từ map at 03/17/2023 7:36 AM
BAG:xdxdxd add 31xĐá thạch anh tím (old: 30) lydo: Nhặt từ map at 03/17/2023 7:37 AM
BAG:xdxdxd add 43xPháo hoa (old: 38) lydo: Nhặt từ map at 03/17/2023 7:37 AM
BAG:xdxdxd add 48xPháo hoa (old: 43) lydo: Nhặt từ map at 03/17/2023 7:37 AM
BAG:xdxdxd add 53xPháo hoa (old: 48) lydo: Nhặt từ map at 03/17/2023 7:37 AM
BAG:xdxdxd add 58xPháo hoa (old: 53) lydo: Nhặt từ map at 03/17/2023 7:38 AM
BAG:xdxdxd add 41xĐá lục bảo (old: 40) lydo: Nhặt từ map at 03/17/2023 7:39 AM
BAG:xdxdxd add 63xPháo hoa (old: 58) lydo: Nhặt từ map at 03/17/2023 7:39 AM
BAG:xdxdxd add 68xPháo hoa (old: 63) lydo: Nhặt từ map at 03/17/2023 7:39 AM
BAG:xdxdxd add 73xPháo hoa (old: 68) lydo: Nhặt từ map at 03/17/2023 7:40 AM
BAG:xdxdxd add 78xPháo hoa (old: 73) lydo: Nhặt từ map at 03/17/2023 7:40 AM
BAG:xdxdxd add 83xPháo hoa (old: 78) lydo: Nhặt từ map at 03/17/2023 7:40 AM
BAG:xdxdxd add 88xPháo hoa (old: 83) lydo: Nhặt từ map at 03/17/2023 7:41 AM
BAG:xdxdxd add 42xĐá lục bảo (old: 41) lydo: Nhặt từ map at 03/17/2023 7:41 AM
BAG:xdxdxd add 93xPháo hoa (old: 88) lydo: Nhặt từ map at 03/17/2023 7:41 AM
BAG:xdxdxd add 48xĐá Saphia (old: 47) lydo: Nhặt từ map at 03/17/2023 7:41 AM
BAG:xdxdxd add 49xĐá Saphia (old: 48) lydo: Nhặt từ map at 03/17/2023 7:41 AM
BAG:xdxdxd add 98xPháo hoa (old: 93) lydo: Nhặt từ map at 03/17/2023 7:41 AM
BAG:xdxdxd add 4xPháo hoa lydo: Nhặt từ map at 03/17/2023 7:42 AM
BAG:xdxdxd add 99xPháo hoa (old: 98) lydo: Nhặt từ map at 03/17/2023 7:42 AM
BAG:xdxdxd add 9xPháo hoa (old: 4) lydo: Nhặt từ map at 03/17/2023 7:42 AM
BAG:xdxdxd add 14xPháo hoa (old: 9) lydo: Nhặt từ map at 03/17/2023 7:42 AM
BAG:xdxdxd add 46xĐá Ruby (old: 45) lydo: Nhặt từ map at 03/17/2023 7:43 AM
BAG:xdxdxd add 47xĐá Ruby (old: 46) lydo: Nhặt từ map at 03/17/2023 7:44 AM
BAG:xdxdxd add 32xĐá thạch anh tím (old: 31) lydo: Nhặt từ map at 03/17/2023 7:44 AM
BAG:xdxdxd add 35xĐá Titan (old: 34) lydo: Nhặt từ map at 03/17/2023 7:44 AM
BAG:xdxdxd add 48xĐá Ruby (old: 47) lydo: Nhặt từ map at 03/17/2023 7:44 AM
BAG:xdxdxd add 49xĐá Ruby (old: 48) lydo: Nhặt từ map at 03/17/2023 7:44 AM
BAG:xdxdxd add 33xĐá thạch anh tím (old: 32) lydo: Nhặt từ map at 03/17/2023 7:44 AM
BAG:xdxdxd add 58xNgọc Rồng 5 sao (old: 57) lydo: Nhặt từ map at 03/17/2023 7:44 AM
BAG:xdxdxd add 50xĐá Ruby (old: 49) lydo: Nhặt từ map at 03/17/2023 7:44 AM
BAG:xdxdxd add 19xPháo hoa (old: 14) lydo: Nhặt từ map at 03/17/2023 7:44 AM
BAG:xdxdxd add 36xĐá Titan (old: 35) lydo: Nhặt từ map at 03/17/2023 7:44 AM
BAG:xdxdxd add 24xPháo hoa (old: 19) lydo: Nhặt từ map at 03/17/2023 7:44 AM
BAG:xdxdxd add 29xPháo hoa (old: 24) lydo: Nhặt từ map at 03/17/2023 7:45 AM
BAG:xdxdxd add 37xĐá Titan (old: 36) lydo: Nhặt từ map at 03/17/2023 7:45 AM
BAG:xdxdxd add 34xPháo hoa (old: 29) lydo: Nhặt từ map at 03/17/2023 7:45 AM
BAG:xdxdxd add 39xPháo hoa (old: 34) lydo: Nhặt từ map at 03/17/2023 7:45 AM
BAG:xdxdxd add 38xĐá Titan (old: 37) lydo: Nhặt từ map at 03/17/2023 7:46 AM
BAG:xdxdxd add 44xPháo hoa (old: 39) lydo: Nhặt từ map at 03/17/2023 7:46 AM
