BAG:zvuiz add 1xMảnh hồn bông tai lydo: Nhặt từ map at 04/09/2023 2:22 AM
BAG:zvuiz add 31xĐá lục bảo (old: 30) lydo: Nhặt từ map at 04/09/2023 2:22 AM
BAG:zvuiz add 6xMảnh hồn bông tai (old: 5) lydo: Nhặt từ map at 04/09/2023 2:37 AM
BAG:zvuiz add 7xMảnh hồn bông tai (old: 6) lydo: Nhặt từ map at 04/09/2023 2:37 AM
BAG:zvuiz add 8xMảnh hồn bông tai (old: 7) lydo: Nhặt từ map at 04/09/2023 2:37 AM
BAG:zvuiz add 9xMảnh hồn bông tai (old: 8) lydo: Nhặt từ map at 04/09/2023 2:37 AM
BAG:zvuiz add 10xMảnh hồn bông tai (old: 9) lydo: Nhặt từ map at 04/09/2023 2:37 AM
BAG:zvuiz add 11xMảnh hồn bông tai (old: 10) lydo: Nhặt từ map at 04/09/2023 2:37 AM
BAG:zvuiz add 40xĐá Ruby (old: 39) lydo: Nhặt từ map at 04/09/2023 2:37 AM
BAG:zvuiz add 12xMảnh hồn bông tai (old: 11) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 13xMảnh hồn bông tai (old: 12) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 14xMảnh hồn bông tai (old: 13) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 35xĐá lục bảo (old: 34) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 3xĐá Saphia (old: 2) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 15xMảnh hồn bông tai (old: 14) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 16xMảnh hồn bông tai (old: 15) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 17xMảnh hồn bông tai (old: 16) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 18xMảnh hồn bông tai (old: 17) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 19xMảnh hồn bông tai (old: 18) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 20xMảnh hồn bông tai (old: 19) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 21xMảnh hồn bông tai (old: 20) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 22xMảnh hồn bông tai (old: 21) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 23xMảnh hồn bông tai (old: 22) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 24xMảnh hồn bông tai (old: 23) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 25xMảnh hồn bông tai (old: 24) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 26xMảnh hồn bông tai (old: 25) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 27xMảnh hồn bông tai (old: 26) lydo: Nhặt từ map at 04/09/2023 2:38 AM
BAG:zvuiz add 28xMảnh hồn bông tai (old: 27) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 29xMảnh hồn bông tai (old: 28) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 30xMảnh hồn bông tai (old: 29) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 31xMảnh hồn bông tai (old: 30) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 32xMảnh hồn bông tai (old: 31) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 33xMảnh hồn bông tai (old: 32) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 4xĐá Saphia (old: 3) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 34xMảnh hồn bông tai (old: 33) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 35xMảnh hồn bông tai (old: 34) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 36xMảnh hồn bông tai (old: 35) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 79xĐá thạch anh tím (old: 78) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 37xMảnh hồn bông tai (old: 36) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 38xMảnh hồn bông tai (old: 37) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 39xMảnh hồn bông tai (old: 38) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 40xMảnh hồn bông tai (old: 39) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 41xMảnh hồn bông tai (old: 40) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 42xMảnh hồn bông tai (old: 41) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 43xMảnh hồn bông tai (old: 42) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 44xMảnh hồn bông tai (old: 43) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 45xMảnh hồn bông tai (old: 44) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 46xMảnh hồn bông tai (old: 45) lydo: Nhặt từ map at 04/09/2023 2:39 AM
BAG:zvuiz add 70xNgọc Rồng 5 sao (old: 69) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 47xMảnh hồn bông tai (old: 46) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 90xNgọc Rồng 4 sao (old: 89) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 48xMảnh hồn bông tai (old: 47) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 49xMảnh hồn bông tai (old: 48) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 50xMảnh hồn bông tai (old: 49) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 51xMảnh hồn bông tai (old: 50) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 52xMảnh hồn bông tai (old: 51) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 53xMảnh hồn bông tai (old: 52) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 54xMảnh hồn bông tai (old: 53) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 55xMảnh hồn bông tai (old: 54) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 56xMảnh hồn bông tai (old: 55) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 57xMảnh hồn bông tai (old: 56) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 58xMảnh hồn bông tai (old: 57) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 59xMảnh hồn bông tai (old: 58) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 60xMảnh hồn bông tai (old: 59) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 61xMảnh hồn bông tai (old: 60) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 78xNgọc Rồng 6 sao (old: 77) lydo: Nhặt từ map at 04/09/2023 2:40 AM
BAG:zvuiz add 62xMảnh hồn bông tai (old: 61) lydo: Nhặt từ map at 04/09/2023 2:41 AM
BAG:zvuiz add 63xMảnh hồn bông tai (old: 62) lydo: Nhặt từ map at 04/09/2023 2:41 AM
BAG:zvuiz add 64xMảnh hồn bông tai (old: 63) lydo: Nhặt từ map at 04/09/2023 2:41 AM
BAG:zvuiz add 65xMảnh hồn bông tai (old: 64) lydo: Nhặt từ map at 04/09/2023 2:41 AM
BAG:zvuiz add 71xNgọc Rồng 5 sao (old: 70) lydo: Nhặt từ map at 04/09/2023 2:41 AM
BAG:zvuiz add 66xMảnh hồn bông tai (old: 65) lydo: Nhặt từ map at 04/09/2023 2:41 AM
BAG:zvuiz add 67xMảnh hồn bông tai (old: 66) lydo: Nhặt từ map at 04/09/2023 2:41 AM
BAG:zvuiz add 68xMảnh hồn bông tai (old: 67) lydo: Nhặt từ map at 04/09/2023 2:41 AM
BAG:zvuiz add 69xMảnh hồn bông tai (old: 68) lydo: Nhặt từ map at 04/09/2023 2:41 AM
BAG:zvuiz add 70xMảnh hồn bông tai (old: 69) lydo: Nhặt từ map at 04/09/2023 2:42 AM
BAG:zvuiz add 5xĐá Saphia (old: 4) lydo: Nhặt từ map at 04/09/2023 2:42 AM
BAG:zvuiz add 71xMảnh hồn bông tai (old: 70) lydo: Nhặt từ map at 04/09/2023 2:42 AM
BAG:zvuiz add 72xMảnh hồn bông tai (old: 71) lydo: Nhặt từ map at 04/09/2023 2:42 AM
BAG:zvuiz add 73xMảnh hồn bông tai (old: 72) lydo: Nhặt từ map at 04/09/2023 2:42 AM
BAG:zvuiz add 74xMảnh hồn bông tai (old: 73) lydo: Nhặt từ map at 04/09/2023 2:42 AM
BAG:zvuiz add 14xĐá Titan (old: 13) lydo: Nhặt từ map at 04/09/2023 2:42 AM
BAG:zvuiz add 75xMảnh hồn bông tai (old: 74) lydo: Nhặt từ map at 04/09/2023 2:42 AM
BAG:zvuiz add 6xĐá Saphia (old: 5) lydo: Nhặt từ map at 04/09/2023 2:42 AM
BAG:zvuiz add 7xĐá Saphia (old: 6) lydo: Nhặt từ map at 04/09/2023 2:42 AM
BAG:zvuiz add 91xNgọc Rồng 4 sao (old: 90) lydo: Nhặt từ map at 04/09/2023 2:42 AM
BAG:zvuiz add 76xMảnh hồn bông tai (old: 75) lydo: Nhặt từ map at 04/09/2023 2:42 AM
BAG:zvuiz add 77xMảnh hồn bông tai (old: 76) lydo: Nhặt từ map at 04/09/2023 2:42 AM
BAG:zvuiz add 78xMảnh hồn bông tai (old: 77) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 79xMảnh hồn bông tai (old: 78) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 41xĐá Ruby (old: 40) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 42xĐá Ruby (old: 41) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 80xMảnh hồn bông tai (old: 79) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 81xMảnh hồn bông tai (old: 80) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 82xMảnh hồn bông tai (old: 81) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 83xMảnh hồn bông tai (old: 82) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 84xMảnh hồn bông tai (old: 83) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 85xMảnh hồn bông tai (old: 84) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 86xMảnh hồn bông tai (old: 85) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 87xMảnh hồn bông tai (old: 86) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 88xMảnh hồn bông tai (old: 87) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 89xMảnh hồn bông tai (old: 88) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 90xMảnh hồn bông tai (old: 89) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 91xMảnh hồn bông tai (old: 90) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 92xMảnh hồn bông tai (old: 91) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 93xMảnh hồn bông tai (old: 92) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 94xMảnh hồn bông tai (old: 93) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 95xMảnh hồn bông tai (old: 94) lydo: Nhặt từ map at 04/09/2023 2:43 AM
BAG:zvuiz add 96xMảnh hồn bông tai (old: 95) lydo: Nhặt từ map at 04/09/2023 2:44 AM
BAG:zvuiz add 97xMảnh hồn bông tai (old: 96) lydo: Nhặt từ map at 04/09/2023 2:44 AM
BAG:zvuiz add 72xNgọc Rồng 5 sao (old: 71) lydo: Nhặt từ map at 04/09/2023 2:44 AM
BAG:zvuiz add 98xMảnh hồn bông tai (old: 97) lydo: Nhặt từ map at 04/09/2023 2:44 AM
BAG:zvuiz add 99xMảnh hồn bông tai (old: 98) lydo: Nhặt từ map at 04/09/2023 2:44 AM
BAG:zvuiz add 1xMảnh hồn bông tai lydo: Nhặt từ map at 04/09/2023 2:44 AM
BAG:zvuiz add 8xĐá Saphia (old: 7) lydo: Nhặt từ map at 04/09/2023 2:44 AM
BAG:zvuiz add 2xMảnh hồn bông tai (old: 1) lydo: Nhặt từ map at 04/09/2023 2:44 AM
BAG:zvuiz add 3xMảnh hồn bông tai (old: 2) lydo: Nhặt từ map at 04/09/2023 2:44 AM
BAG:zvuiz add 4xMảnh hồn bông tai (old: 3) lydo: Nhặt từ map at 04/09/2023 2:44 AM
BAG:zvuiz add 5xMảnh hồn bông tai (old: 4) lydo: Nhặt từ map at 04/09/2023 2:44 AM
BAG:zvuiz add 6xMảnh hồn bông tai (old: 5) lydo: Nhặt từ map at 04/09/2023 2:44 AM
BAG:zvuiz add 7xMảnh hồn bông tai (old: 6) lydo: Nhặt từ map at 04/09/2023 2:44 AM
BAG:zvuiz add 8xMảnh hồn bông tai (old: 7) lydo: Nhặt từ map at 04/09/2023 2:44 AM
BAG:zvuiz add 9xMảnh hồn bông tai (old: 8) lydo: Nhặt từ map at 04/09/2023 2:44 AM
BAG:zvuiz add 10xMảnh hồn bông tai (old: 9) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 11xMảnh hồn bông tai (old: 10) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 12xMảnh hồn bông tai (old: 11) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 73xNgọc Rồng 5 sao (old: 72) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 13xMảnh hồn bông tai (old: 12) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 14xMảnh hồn bông tai (old: 13) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 15xMảnh hồn bông tai (old: 14) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 16xMảnh hồn bông tai (old: 15) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 17xMảnh hồn bông tai (old: 16) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 18xMảnh hồn bông tai (old: 17) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 19xMảnh hồn bông tai (old: 18) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 20xMảnh hồn bông tai (old: 19) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 21xMảnh hồn bông tai (old: 20) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 22xMảnh hồn bông tai (old: 21) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 23xMảnh hồn bông tai (old: 22) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 24xMảnh hồn bông tai (old: 23) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 25xMảnh hồn bông tai (old: 24) lydo: Nhặt từ map at 04/09/2023 2:45 AM
BAG:zvuiz add 26xMảnh hồn bông tai (old: 25) lydo: Nhặt từ map at 04/09/2023 2:46 AM
BAG:zvuiz add 27xMảnh hồn bông tai (old: 26) lydo: Nhặt từ map at 04/09/2023 2:46 AM
BAG:zvuiz add 28xMảnh hồn bông tai (old: 27) lydo: Nhặt từ map at 04/09/2023 2:46 AM
BAG:zvuiz add 29xMảnh hồn bông tai (old: 28) lydo: Nhặt từ map at 04/09/2023 2:46 AM
BAG:zvuiz add 92xNgọc Rồng 4 sao (old: 91) lydo: Nhặt từ map at 04/09/2023 2:46 AM
BAG:zvuiz add 30xMảnh hồn bông tai (old: 29) lydo: Nhặt từ map at 04/09/2023 2:46 AM
BAG:zvuiz add 31xMảnh hồn bông tai (old: 30) lydo: Nhặt từ map at 04/09/2023 2:46 AM
BAG:zvuiz add 32xMảnh hồn bông tai (old: 31) lydo: Nhặt từ map at 04/09/2023 2:46 AM
BAG:zvuiz add 33xMảnh hồn bông tai (old: 32) lydo: Nhặt từ map at 04/09/2023 2:46 AM
BAG:zvuiz add 34xMảnh hồn bông tai (old: 33) lydo: Nhặt từ map at 04/09/2023 2:46 AM
BAG:zvuiz add 35xMảnh hồn bông tai (old: 34) lydo: Nhặt từ map at 04/09/2023 2:46 AM
BAG:zvuiz add 36xMảnh hồn bông tai (old: 35) lydo: Nhặt từ map at 04/09/2023 2:46 AM
BAG:zvuiz add 37xMảnh hồn bông tai (old: 36) lydo: Nhặt từ map at 04/09/2023 2:46 AM
BAG:zvuiz add 38xMảnh hồn bông tai (old: 37) lydo: Nhặt từ map at 04/09/2023 2:47 AM
BAG:zvuiz add 39xMảnh hồn bông tai (old: 38) lydo: Nhặt từ map at 04/09/2023 2:47 AM
BAG:zvuiz add 40xMảnh hồn bông tai (old: 39) lydo: Nhặt từ map at 04/09/2023 2:47 AM
BAG:zvuiz add 41xMảnh hồn bông tai (old: 40) lydo: Nhặt từ map at 04/09/2023 2:47 AM
BAG:zvuiz add 42xMảnh hồn bông tai (old: 41) lydo: Nhặt từ map at 04/09/2023 2:47 AM
BAG:zvuiz add 43xMảnh hồn bông tai (old: 42) lydo: Nhặt từ map at 04/09/2023 2:47 AM
BAG:zvuiz add 44xMảnh hồn bông tai (old: 43) lydo: Nhặt từ map at 04/09/2023 2:47 AM
BAG:zvuiz add 45xMảnh hồn bông tai (old: 44) lydo: Nhặt từ map at 04/09/2023 2:47 AM
BAG:zvuiz add 36xĐá lục bảo (old: 35) lydo: Nhặt từ map at 04/09/2023 2:47 AM
BAG:zvuiz add 46xMảnh hồn bông tai (old: 45) lydo: Nhặt từ map at 04/09/2023 2:47 AM
BAG:zvuiz add 47xMảnh hồn bông tai (old: 46) lydo: Nhặt từ map at 04/09/2023 2:47 AM
BAG:zvuiz add 48xMảnh hồn bông tai (old: 47) lydo: Nhặt từ map at 04/09/2023 2:47 AM
BAG:zvuiz add 49xMảnh hồn bông tai (old: 48) lydo: Nhặt từ map at 04/09/2023 2:47 AM
BAG:zvuiz add 50xMảnh hồn bông tai (old: 49) lydo: Nhặt từ map at 04/09/2023 2:47 AM
BAG:zvuiz add 51xMảnh hồn bông tai (old: 50) lydo: Nhặt từ map at 04/09/2023 2:47 AM
BAG:zvuiz add 52xMảnh hồn bông tai (old: 51) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 37xĐá lục bảo (old: 36) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 53xMảnh hồn bông tai (old: 52) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 54xMảnh hồn bông tai (old: 53) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 55xMảnh hồn bông tai (old: 54) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 56xMảnh hồn bông tai (old: 55) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 57xMảnh hồn bông tai (old: 56) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 58xMảnh hồn bông tai (old: 57) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 59xMảnh hồn bông tai (old: 58) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 60xMảnh hồn bông tai (old: 59) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 61xMảnh hồn bông tai (old: 60) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 62xMảnh hồn bông tai (old: 61) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 63xMảnh hồn bông tai (old: 62) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 64xMảnh hồn bông tai (old: 63) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 65xMảnh hồn bông tai (old: 64) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 66xMảnh hồn bông tai (old: 65) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 67xMảnh hồn bông tai (old: 66) lydo: Nhặt từ map at 04/09/2023 2:48 AM
BAG:zvuiz add 80xĐá thạch anh tím (old: 79) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 74xNgọc Rồng 5 sao (old: 73) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 68xMảnh hồn bông tai (old: 67) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 69xMảnh hồn bông tai (old: 68) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 70xMảnh hồn bông tai (old: 69) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 71xMảnh hồn bông tai (old: 70) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 9xĐá Saphia (old: 8) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 72xMảnh hồn bông tai (old: 71) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 38xĐá lục bảo (old: 37) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 73xMảnh hồn bông tai (old: 72) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 74xMảnh hồn bông tai (old: 73) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 75xMảnh hồn bông tai (old: 74) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 76xMảnh hồn bông tai (old: 75) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 77xMảnh hồn bông tai (old: 76) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 78xMảnh hồn bông tai (old: 77) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 79xMảnh hồn bông tai (old: 78) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 80xMảnh hồn bông tai (old: 79) lydo: Nhặt từ map at 04/09/2023 2:49 AM
BAG:zvuiz add 81xMảnh hồn bông tai (old: 80) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 82xMảnh hồn bông tai (old: 81) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 83xMảnh hồn bông tai (old: 82) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 84xMảnh hồn bông tai (old: 83) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 85xMảnh hồn bông tai (old: 84) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 86xMảnh hồn bông tai (old: 85) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 87xMảnh hồn bông tai (old: 86) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 88xMảnh hồn bông tai (old: 87) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 89xMảnh hồn bông tai (old: 88) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 90xMảnh hồn bông tai (old: 89) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 43xĐá Ruby (old: 42) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 91xMảnh hồn bông tai (old: 90) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 92xMảnh hồn bông tai (old: 91) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 93xMảnh hồn bông tai (old: 92) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 94xMảnh hồn bông tai (old: 93) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 95xMảnh hồn bông tai (old: 94) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 96xMảnh hồn bông tai (old: 95) lydo: Nhặt từ map at 04/09/2023 2:50 AM
BAG:zvuiz add 97xMảnh hồn bông tai (old: 96) lydo: Nhặt từ map at 04/09/2023 2:51 AM
BAG:zvuiz add 98xMảnh hồn bông tai (old: 97) lydo: Nhặt từ map at 04/09/2023 2:51 AM
BAG:zvuiz add 44xĐá Ruby (old: 43) lydo: Nhặt từ map at 04/09/2023 2:51 AM
BAG:zvuiz add 99xMảnh hồn bông tai (old: 98) lydo: Nhặt từ map at 04/09/2023 2:51 AM
BAG:zvuiz add 45xĐá Ruby (old: 44) lydo: Nhặt từ map at 04/09/2023 2:51 AM
BAG:zvuiz add 15xĐá Titan (old: 14) lydo: Nhặt từ map at 04/09/2023 2:51 AM
BAG:zvuiz add 93xNgọc Rồng 4 sao (old: 92) lydo: Nhặt từ map at 04/09/2023 2:52 AM
BAG:zvuiz add 39xĐá lục bảo (old: 38) lydo: Nhặt từ map at 04/09/2023 2:52 AM
BAG:zvuiz add 79xNgọc Rồng 6 sao (old: 78) lydo: Nhặt từ map at 04/09/2023 2:53 AM
BAG:zvuiz add 46xĐá Ruby (old: 45) lydo: Nhặt từ map at 04/09/2023 2:53 AM
BAG:zvuiz add 47xĐá Ruby (old: 46) lydo: Nhặt từ map at 04/09/2023 2:55 AM
BAG:zvuiz add 48xĐá Ruby (old: 47) lydo: Nhặt từ map at 04/09/2023 2:55 AM
BAG:zvuiz add 16xĐá Titan (old: 15) lydo: Nhặt từ map at 04/09/2023 2:55 AM
BAG:zvuiz add 17xĐá Titan (old: 16) lydo: Nhặt từ map at 04/09/2023 2:55 AM
BAG:zvuiz add 81xĐá thạch anh tím (old: 80) lydo: Nhặt từ map at 04/09/2023 2:55 AM
BAG:zvuiz add 49xĐá Ruby (old: 48) lydo: Nhặt từ map at 04/09/2023 2:55 AM
BAG:zvuiz add 40xĐá lục bảo (old: 39) lydo: Nhặt từ map at 04/09/2023 2:56 AM
BAG:zvuiz add 10xĐá Saphia (old: 9) lydo: Nhặt từ map at 04/09/2023 2:56 AM
BAG:zvuiz add 11xĐá Saphia (old: 10) lydo: Nhặt từ map at 04/09/2023 2:56 AM
BAG:zvuiz add 80xNgọc Rồng 6 sao (old: 79) lydo: Nhặt từ map at 04/09/2023 2:56 AM
BAG:zvuiz add 50xĐá Ruby (old: 49) lydo: Nhặt từ map at 04/09/2023 2:57 AM
BAG:zvuiz add 12xĐá Saphia (old: 11) lydo: Nhặt từ map at 04/09/2023 2:58 AM
BAG:zvuiz add 41xĐá lục bảo (old: 40) lydo: Nhặt từ map at 04/09/2023 2:58 AM
BAG:zvuiz add 51xĐá Ruby (old: 50) lydo: Nhặt từ map at 04/09/2023 2:59 AM
